system:index,final_LST_Night_C_count,final_LST_Night_C_max,final_LST_Night_C_mean,final_LST_Night_C_min,final_LST_Night_C_stdDev,image_description,.geo
0,330597,27.714807563959987,16.863284681245258,0.9789233882856747,3.474187040764232,Final_LST_Night_Filled_Example,"{""type"":""MultiPoint"",""coordinates"":[]}"
