system:index,LST_Night_C_count,LST_Night_C_max,LST_Night_C_mean,LST_Night_C_min,LST_Night_C_stdDev,image_description,.geo
0,122296,26.03000000000003,16.668842332877798,5.210000000000036,3.546048910551222,Merged_LST_Night_Example,"{""type"":""MultiPoint"",""coordinates"":[]}"
