system:index,LST_Night_C_count,LST_Night_C_max,LST_Night_C_mean,LST_Night_C_min,LST_Night_C_stdDev,image_description,.geo
0,35073,25.710000000000036,13.66786218877175,3.1100000000000136,3.4234314121726213,Raw_Aqua_LST_Night_Example,"{""type"":""MultiPoint"",""coordinates"":[]}"
