system:index,LST_Day_C_count,LST_Day_C_max,LST_Day_C_mean,LST_Day_C_min,LST_Day_C_stdDev,image_description,.geo
0,15564,35.75000000000006,27.367380448645715,16.590000000000032,2.583200313092208,Raw_Aqua_LST_Day_Example,"{""type"":""MultiPoint"",""coordinates"":[]}"
