system:index,LST_Day_C_count,LST_Day_C_max,LST_Day_C_mean,LST_Day_C_min,LST_Day_C_stdDev,image_description,.geo
0,96848,38.27000000000004,26.932129337840163,7.190000000000055,3.7106783605815354,Raw_Terra_LST_Day_Example,"{""type"":""MultiPoint"",""coordinates"":[]}"
